fire Name,fire Overview,url,Incident Type,Incident Commander,Coordinates,Fuels Involved,Projected Incident Activity,Incident Cooperator,Location,Incident Description,Size,Total Personnel,Remarks,Cause,Planned Actions,Weather Concerns,Date of Origin,Significant Events,Percent of Perimeter Contained,Estimated Containment Date
Numbers Fire,"

Image options: [ Full Size ]The Numbers Fire, burning 10 miles southeast of Gardnerville, Nevada, started on Monday, July 6. Multiple local, state, and federal wildland fire agencies are assisting with numerous fire resources working on the fire. Resources on scene include heavy equipment, hand crews, and aviation. Although the fire is at 100% containment at 18,380 acres, fire vehicles and heavy equipment will be completing suppression repair work over the next few days. Please drive cautiously in the area, and limit use of Pinenut 2 and Blossom Canyon Roads to residents only. Smoke may be visible as the fire continues to consume interior islands of unburned vegetation. 
Great Basin Incident Management Team 4 will transition control of the Numbers Fire back to the local BLM Carson City District Wednesday, July 15. Thank you for the ongoing community and partner assistance and support.  
Structures lost/damaged per Douglas County assessment:• 3 structures• 37 outbuildings
The Numbers Fire is burning on the Bureau of Indian Affairs Western Nevada Agency. The allotment land is protected by the Carson City District of the Bureau of Land Management Nevada.

",https://inciweb.nwcg.gov/incident/6833/,Wildfire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Meadow Valley Fire,"

Image options: [ Full Size ]The Stewart Canyon Fire, about 14 miles east of Alamo, Nev., has increased in size to approximately 12,700 acres. The lightning-ignited fire in the Delmar Range is burning to the northeast and away from the Delamar Mountains Wilderness. No private property or structures are threatened.
Aerial and ground resources are fully suppressing the fire with assistance from the Lincoln County Fire Protection District, Nevada Task Force, Forest Service and private contractors.  
 The fire is 11-percent contained. Full containment is expected Sunday, July 26. Area residents and motorists on U.S. Highway 93 can expect to see smoke from the fire, which was first reported at about 12:20 p.m., Sunday, July 19. 


",https://inciweb.nwcg.gov/incident/6834/,Wildfire,Orr Type 4 IC,"37.163 latitude, -114.61 longitude","tall grass (2.5 feet), short grass (1 foot), and brush (2 feet)","Low probability of fire movement due to suppression actions that have been completed over
the last three operational periods.",N/A,"25 miles south of Caliente, Nevada in the Meadow Valley Wilderness","25 miles S of Caliente, NV.","59,265 Acres",23,"25,865 acres are on the Meadow Valley Wilderness and 33,396 on non-wilderness BLM land. 23,491 acres are on critical Desert Tortoise Habitat. All resources that were assigned at mid-shift were reassigned to the new start at Big Summit.",Human,Patrol and monitor along the fire perimeter. Continue with line rehab on Kane Springs and Rainbow Canyon.,Continued low day time humidity and overnight recoveries over the fire area. Continued breezy daytime winds and high temperatures reaching approximately 100 degrees. Red Flag due to high winds and low RH's.,"Tuesday July 07th, 2020 approx.   06:30 PM","Minimal creeping, smoldering, isolated torching.",95%,N/A
YMCA Fire,"

Image options: [ Full Size ]The YMCA Fire was declared contained at 303 acres on 3:35 p.m. on July 16, 2020. Local resources will continue monitoring the fire area in the coming days. 

",https://inciweb.nwcg.gov/incident/6836/,Wildfire,BLM - Front Range Fire and Aviation Management Unit,"38.427 latitude, -105.299 longitude",N/A,N/A,N/A,"4 miles West of Canon City, CO",N/A,303 Acres,N/A,N/A,Lightning,Local resources will continue monitoring the fire area and checking control lines.,N/A,"Wednesday July 08th, 2020 approx.   03:30 PM",N/A,100%,N/A
Ojo de Los Casos,"

Image options: [ Full Size ]A wildfire was reported 7/8/2020 at ~6:00 pm by the Capilla Lookout. It burned in timber as well as the old Doghead burn scar on the Mountainair Ranger District of the Cibola National Forest as well as the Chilili Land Grant. The Albuquerque Zone Type 3 Incident Management team was ordered and assumed command of the incident the morning of 7/9/2020.  The fire was returned to management by local agencies on 7/15/20 at 7:00 am.

",https://inciweb.nwcg.gov/incident/6837/,Wildfire,Howard McGuire,"34.858 latitude, -106.339 longitude","Timber (Litter and understory), Brush (2 ft), Short grass (1 ft)",N/A,N/A,"North of Mountainair, NM; West of Chilili",Contained on 7/17/20,180 Acres,N/A,N/A,Unknown,N/A,Approaching Thunderstorms,"Wednesday July 08th, 2020 approx.   05:45 PM",Minimal,100%,N/A
CC Fire,"

Image options: [ Full Size ]Texas A&M Forest Service Firefighters are assisting local Fire Departments on a the CC Fire in Carson County.The CC Fire started on July 09 2020 at approximately 3:00 PM. Skellytown, NPS, Fritch, Borger and Carson Fire Department resources are on scene at this time.  

",https://inciweb.nwcg.gov/incident/6840/,Wildfire,Jason McDaniels NPS,"35.54 latitude, -101.126 longitude",Grass,N/A,N/A,Along HWY 152 West of Pampa,Grass fire along hwy 152 west of Pampa,276 Acres,N/A,N/A,Unknown,N/A,Hot temperatures and gusty winds,"Thursday July 09th, 2020 approx.   04:00 PM",N/A,100%,N/A
Lightning West Fire ,"

Image options: [ Full Size ]6510 acres90% containedFire looks good with little to no smoke showing.Borger Fire Department on scene.Will continue to patrol and monitor.Fire Behavior-LowIC-Ben Rieck, Texas A&M Forest Service in Unified Command with Borger Fire Department ICValues at Risk-pipeline infrastructureExtreme Heat Advisory for the area.  High Temperatures and Lower Humidity 

",https://inciweb.nwcg.gov/incident/6845/,Wildfire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Campbell Rd Fire,"

Image options: [ Full Size ]Acreage-3500
Containment-95%Fire will continue to be monitoredEstimated containment date is 7-13-2020 at 2000 

",https://inciweb.nwcg.gov/incident/6846/,Wildfire,Ben Riecke Texas A&M Forest Service,"35.744 latitude, -101.061 longitude",Brush and Grass,N/A,N/A,Fire located in the Canyon,N/A,"3,500 Acres",N/A,N/A,Unknown,N/A,"Strong gusty winds, hot temperatures with lightning cells in the area.","Saturday July 11th, 2020 approx.   07:30 PM",N/A,100%,N/A
Oxbow Fire,"

Update 7-13-2020 @  0800Acreage 2000Containment  90%Crews continue to improve line where needed. Engines are mopping up and patrolling fire perimeter. Acreage-2000Containment 70%ICT3 Fugitt, Texas A&M Forest Service in Unified Command with local department IC  Extreme Heat Advisory-High Temperatures, Low Relative Humidity and Breezy SW Winds throughout the day for the area. Estimated containment  7-13-2020 at 2000 

",https://inciweb.nwcg.gov/incident/6847/,Wildfire,"ICT3 Fugitt, Texas A&M Forest Service","34.477 latitude, -100.742 longitude","Grass, heavy brush",N/A,N/A,N/A,Large Wildfire,"1,092 Acres",N/A,N/A,N/A,N/A,N/A,"Saturday July 11th, 2020 approx.   04:00 PM",N/A,100%,N/A
Navarro Fire,"

Image options: [ Full Size ]The Navarro Fire is 100% contained with no additional growth. Final acreage, 2,306. The fire started Saturday night, July 11, after a lightning storm moved across the area, approximately 14 miles west of Sahuarita and 10 miles northwest of Green Valley, in the Sierrita Mountains. Helpful links:  
Pima County Emergency Alerts - https://member.everbridge.net/453003085614483/loginReady, Set, Go - https://ein.az.gov/ready-set-goArizona Department of Forestry and Fire Management Twitter - https://twitter.com/azstateforestryDepartment of Forestry and Fire Management Facebook - https://www.facebook.com/arizonastateforestry

",https://inciweb.nwcg.gov/incident/6848/,Wildfire,"Darrell Willis, DFFM","31.992 latitude, -111.145 longitude",Grass and brush,N/A,N/A,14 mi. W. Sahuarita,Wildfire,"2,306 Acres",10,N/A,Lightning,N/A,"Extreme temperatures, high winds, and possible afternoon thunderstorms","Saturday July 11th, 2020 approx.   10:00 PM",N/A,100%,N/A
Jackson  and Horse Fires,"

Image options: [ Full Size ] 7/22:  Both fires are 100 % contained.  Crews will continue in mop up and monitoring operations today.

",https://inciweb.nwcg.gov/incident/6849/,Wildfire,"Kress Sanders-Jackson, Paul Doyle-Horse","32.913 latitude, -110.136 longitude",grasses and shrubs,mop up and monitoring,N/A,North Santa Teresa Wilderness,"The Jackson fire is a lightning caused fire in the North Santa Teresa Wilderness, in the Santa Teresa Mountains, near Jackson Mountain.
Fire is in a remote location with no ground access.","2,946 Acres",15,Future updates for the Horse Fire will be with the Jackson Fire since due to their close proximity they are being managed by the same IMT.,Lightning,Continued mop up and monitoring,Hot/windy/possible thunderstorms,"Saturday July 11th, 2020 approx.   06:00 PM",N/A,100%,N/A
Sims Fire,"

Image options: [ Full Size ]Texas A&M Forest Service is in Unified Command with local resources on the Sims Fire in Concho County, which started on July 12, 2020 at approximately 3PM. 

",https://inciweb.nwcg.gov/incident/6850/,Wildfire,"Alan Fox, Texas A&M Forest Service","31.416 latitude, -99.893 longitude",N/A,N/A,N/A,"Concho County, Texas",N/A,"1,110 Acres",N/A,N/A,Lightning,N/A,Elevated to near critical fire weather conditions,"Sunday July 12th, 2020 approx.   03:00 PM",N/A,100%,N/A
90 Fire,"

Image options: [ Full Size ] 7/15/20, 8:23 a.m.  Fire 100 % contained.  Crews in continued mop up/monitoring status today.

",https://inciweb.nwcg.gov/incident/6851/,Wildfire,Fernando Quiroga,"31.551 latitude, -110.149 longitude",grasslands,N/A,N/A,Near San Pedro Riparian National Conservation Area entrance to San Pedro House.,"Wildland fire burning along highway 90 in San Pedro Riverbed near the San Pedro Riparian National Conservation Area entrance to the San Pedro House. Fire resources on scene, including five engines, two water tenders and miscellaneous overhead. Local sheriff's office has closed Highway 90.",216 Acres,N/A,N/A,Unknown,mop up/monitoring,Dry conditions/wind,N/A,N/A,100%,N/A
